observation_id,date,time,species_guess,scientific_name,rank,taxon_id,coordinates,place,lat_lon,grade,user
281278244,4/29/2025,2025-04-29T19:53:00-05:00,Bridled Burrfish,Chilomycterus antennatus,species,196857,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",research,d_gonzalez
281278243,4/29/2025,2025-04-29T19:52:00-05:00,Tiger Tail Sea Cucumber,Holothuria (Thymiosycia) thomasi,species,255689,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",research,d_gonzalez
281278242,4/29/2025,2025-04-29T19:51:00-05:00,Spanish Lobster,Scyllarides aequinoctialis,species,112385,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",research,d_gonzalez
281278236,4/29/2025,2025-04-29T19:50:00-05:00,Drums,Sciaenidae,family,49172,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",needs_id,d_gonzalez
281278235,4/29/2025,2025-04-29T19:49:00-05:00,Atlantic Long-spined Sea Urchin,Diadema antillarum,species,52290,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",research,d_gonzalez
281278234,4/29/2025,2025-04-29T19:47:00-05:00,Caribbean Reef Squid,Sepioteuthis sepioidea,species,49440,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",research,d_gonzalez
281278228,4/29/2025,2025-04-29T19:41:00-05:00,Giant Hermit Crab,Petrochirus diogenes,species,260326,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",research,d_gonzalez
281278226,4/29/2025,2025-04-29T19:41:00-05:00,Macrocypraea,Macrocypraea,genus,246644,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",needs_id,d_gonzalez
281278223,4/29/2025,2025-04-29T19:40:00-05:00,Mithracidae,Mithracidae,family,132529,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",needs_id,d_gonzalez
281278218,4/29/2025,2025-04-29T19:36:00-05:00,Porkfish,Anisotremus virginicus,species,49947,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",research,d_gonzalez
281278217,4/29/2025,2025-04-29T19:35:00-05:00,Chocolate Chip Sea Cucumber,Isostichopus badionotus,species,128128,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",research,d_gonzalez
281278216,4/29/2025,2025-04-29T19:35:00-05:00,Caribbean Spiny Lobster,Panulirus argus,species,47299,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",research,d_gonzalez
281278209,4/29/2025,2025-04-29T19:34:00-05:00,Greater Star Coral,Montastraea cavernosa,species,106051,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",research,d_gonzalez
281278208,4/29/2025,2025-04-29T19:33:00-05:00,Atlantic Long-spined Sea Urchin,Diadema antillarum,species,52290,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",research,d_gonzalez
281278207,4/29/2025,2025-04-29T19:33:00-05:00,Reef Urchin,Echinometra viridis,species,128200,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",research,d_gonzalez
281278202,4/29/2025,2025-04-29T19:31:00-05:00,Atlantic Long-spined Sea Urchin,Diadema antillarum,species,52290,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",needs_id,d_gonzalez
281278201,4/29/2025,2025-04-29T19:28:00-05:00,Schoolmaster Snapper,Lutjanus apodus,species,81989,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",needs_id,d_gonzalez
281278200,4/29/2025,2025-04-29T19:27:00-05:00,Reef Urchin,Echinometra viridis,species,128200,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",research,d_gonzalez
281278196,4/29/2025,2025-04-29T19:25:00-05:00,Scrawled Cowfish,Acanthostracion quadricornis,species,49925,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",research,d_gonzalez
281278195,4/29/2025,2025-04-29T19:23:00-05:00,Greater Star Coral,Montastraea cavernosa,species,106051,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",research,d_gonzalez
281278194,4/29/2025,2025-04-29T19:21:00-05:00,Moon Jellies,Aurelia,genus,48329,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",needs_id,d_gonzalez
281278193,4/29/2025,2025-04-29T16:57:00-05:00,Western Atlantic Trumpetfish,Aulostomus maculatus,species,47238,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",research,d_gonzalez
281278187,4/29/2025,2025-04-29T16:53:00-05:00,Hypanus,Hypanus,genus,554357,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",needs_id,d_gonzalez
281278186,4/29/2025,2025-04-29T16:44:00-05:00,Chocolate Chip Sea Cucumber,Isostichopus badionotus,species,128128,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",needs_id,d_gonzalez
281278185,4/29/2025,2025-04-29T16:45:00-05:00,Scrawled Cowfish,Acanthostracion quadricornis,species,49925,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",research,d_gonzalez
281278182,4/29/2025,2025-04-29T16:33:00-05:00,Schoolmaster Snapper,Lutjanus apodus,species,81989,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",needs_id,d_gonzalez
281278181,4/29/2025,2025-04-29T16:33:00-05:00,Scoly Corals,Scolymia,genus,57577,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",needs_id,d_gonzalez
281278178,4/29/2025,2025-04-29T16:33:00-05:00,Coryphopterus,Coryphopterus,genus,62596,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",needs_id,d_gonzalez
281278177,4/29/2025,2025-04-29T16:32:00-05:00,Chocolate Chip Sea Cucumber,Isostichopus badionotus,species,128128,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",needs_id,d_gonzalez
281278176,4/29/2025,2025-04-29T16:31:00-05:00,Thorny Oysters,Spondylus,genus,123464,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",needs_id,d_gonzalez
281278171,4/29/2025,2025-04-29T16:29:00-05:00,Phyllangia americana,Phyllangia americana,species,324980,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",needs_id,d_gonzalez
281278169,4/29/2025,2025-04-29T16:28:00-05:00,Yellowline Arrow Crab,Stenorhynchus seticornis,species,128121,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",research,d_gonzalez
281278168,4/29/2025,2025-04-29T16:27:00-05:00,Thorny Oysters,Spondylus,genus,123464,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",needs_id,d_gonzalez
281278164,4/29/2025,2025-04-29T16:25:00-05:00,Reef Urchin,Echinometra viridis,species,128200,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",research,d_gonzalez
281278163,4/29/2025,2025-04-29T16:25:00-05:00,Atlantic Long-spined Sea Urchin,Diadema antillarum,species,52290,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",research,d_gonzalez
281278162,4/29/2025,2025-04-29T16:22:00-05:00,Feather Duster Worms,Sabellidae,family,49282,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",needs_id,d_gonzalez
281278159,4/29/2025,2025-04-29T16:21:00-05:00,Pederson Cleaner Shrimp,Ancylomenes pedersoni,species,495701,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",research,d_gonzalez
281278158,4/29/2025,2025-04-29T16:20:00-05:00,Pederson Cleaner Shrimp,Ancylomenes pedersoni,species,495701,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",research,d_gonzalez
281278157,4/29/2025,2025-04-29T16:15:00-05:00,Scrawled Cowfish,Acanthostracion quadricornis,species,49925,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",needs_id,d_gonzalez
281278151,4/29/2025,2025-04-29T16:14:00-05:00,Knobby Sea Rods,Eunicea,genus,132275,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",needs_id,d_gonzalez
281278150,4/29/2025,2025-04-29T16:13:00-05:00,Spotted Goatfish,Pseudupeneus maculatus,species,131385,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",research,d_gonzalez
281278145,4/29/2025,2025-04-29T16:12:00-05:00,Atlantic Sea Plumes,Antillogorgia,genus,496338,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",needs_id,d_gonzalez
281278144,4/29/2025,2025-04-29T16:08:00-05:00,Angular Sea Whip,Pterogorgia anceps,species,134147,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",research,d_gonzalez
281278142,4/29/2025,2025-04-29T15:14:00-05:00,Banded Coral Shrimp,Stenopus hispidus,species,121669,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",research,d_gonzalez
281278137,4/29/2025,2025-04-29T15:13:00-05:00,Magnificent Feather Duster Worm,Sabellastarte magnifica,species,131132,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",needs_id,d_gonzalez
281278136,4/29/2025,2025-04-29T15:12:00-05:00,Chocolate Chip Sea Cucumber,Isostichopus badionotus,species,128128,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",needs_id,d_gonzalez
281278135,4/29/2025,2025-04-29T15:12:00-05:00,Lamarck's Sheet Coral,Agaricia lamarcki,species,93527,"[-82.2224064967, 9.2175916249]",Panama,"9.2175916249,-82.2224064967",needs_id,d_gonzalez
281278134,4/29/2025,2025-04-29T15:11:00-05:00,Snowflake Coral,Carijoa riisei,species,51012,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",research,d_gonzalez
281278133,4/29/2025,2025-04-29T15:10:00-05:00,Scrawled Cowfish,Acanthostracion quadricornis,species,49925,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",research,d_gonzalez
281278132,4/29/2025,2025-04-29T15:09:00-05:00,Grey Angelfish,Pomacanthus arcuatus,species,49427,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",research,d_gonzalez
281278126,4/29/2025,2025-04-29T15:09:00-05:00,Sponge Brittle Star,Ophiothrix suensonii,species,128860,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",research,d_gonzalez
281278125,4/29/2025,2025-04-29T15:08:00-05:00,Yellowline Arrow Crab,Stenorhynchus seticornis,species,128121,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",research,d_gonzalez
281278124,4/29/2025,2025-04-29T15:08:00-05:00,Pederson Cleaner Shrimp,Ancylomenes pedersoni,species,495701,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",research,d_gonzalez
281278119,4/29/2025,2025-04-29T15:06:00-05:00,Rough File Clam,Ctenoides scaber,species,984479,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",research,d_gonzalez
281278118,4/29/2025,2025-04-29T15:07:00-05:00,Common Lionfish,Pterois volitans,species,47280,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",research,d_gonzalez
281278117,4/29/2025,2025-04-29T15:06:00-05:00,Porcelain Crabs,Porcellanidae,family,47805,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",needs_id,d_gonzalez
281278109,4/29/2025,2025-04-29T15:05:00-05:00,Scrawled Cowfish,Acanthostracion quadricornis,species,49925,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",research,d_gonzalez
281278108,4/29/2025,2025-04-29T15:04:00-05:00,Mahogany Snapper,Lutjanus mahogoni,species,131387,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",research,d_gonzalez
281278105,4/29/2025,2025-04-29T15:04:00-05:00,Four-eyed Butterflyfish,Chaetodon capistratus,species,52956,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",research,d_gonzalez
281278102,4/29/2025,2025-04-29T15:04:00-05:00,Greater Star Coral,Montastraea cavernosa,species,106051,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",research,d_gonzalez
281278101,4/29/2025,2025-04-29T15:03:00-05:00,Rough File Clam,Ctenoides scaber,species,984479,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",research,d_gonzalez
281278100,4/29/2025,2025-04-29T15:03:00-05:00,Yellowline Arrow Crab,Stenorhynchus seticornis,species,128121,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",research,d_gonzalez
281278094,4/29/2025,2025-04-29T15:02:00-05:00,Split-crown Feather Duster,Anamobaea orstedii,species,128113,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",research,d_gonzalez
281278093,4/29/2025,2025-04-29T15:01:00-05:00,Stoplight Parrotfish,Sparisoma viride,species,112867,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",research,d_gonzalez
281278092,4/29/2025,2025-04-29T15:02:00-05:00,Corkscrew Anemone,Bartholomea annulata,species,131043,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",research,d_gonzalez
281278086,4/29/2025,2025-04-29T15:01:00-05:00,Reef Urchin,Echinometra viridis,species,128200,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",research,d_gonzalez
281278085,4/29/2025,2025-04-29T15:00:00-05:00,Mycetophyllia,Scleractinia,order,47532,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",needs_id,d_gonzalez
281278083,4/29/2025,2025-04-29T14:58:00-05:00,Toadfishes,Batrachoididae,family,51374,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",needs_id,d_gonzalez
281278080,4/29/2025,2025-04-29T14:56:00-05:00,Sea Nettles,Chrysaora,genus,48483,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",needs_id,d_gonzalez
281278079,4/29/2025,2025-04-29T14:57:00-05:00,Scoly Corals,Scolymia,genus,57577,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",needs_id,d_gonzalez
281278078,4/29/2025,2025-04-29T14:55:00-05:00,Mycetophyllia,Mycetophyllia,genus,90073,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",needs_id,d_gonzalez
281278074,4/29/2025,2025-04-29T14:54:00-05:00,Hydrozoans,Hydrozoa,class,48921,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",needs_id,d_gonzalez
281278073,4/29/2025,2025-04-29T14:54:00-05:00,Coryphopterus,Coryphopterus,genus,62596,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",needs_id,d_gonzalez
281278072,4/29/2025,2025-04-29T14:53:00-05:00,Mycetophyllia,Mycetophyllia,genus,90073,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",needs_id,d_gonzalez
281278069,4/29/2025,2025-04-29T14:51:00-05:00,Graysby,Cephalopholis cruentata,species,96991,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",research,d_gonzalez
281278068,4/29/2025,2025-04-29T14:51:00-05:00,Harlequin Bass,Serranus tigrinus,species,49747,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",research,d_gonzalez
281278062,4/29/2025,2025-04-29T14:49:00-05:00,Blushing Star Coral,Stephanocoenia intersepta,species,113176,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",needs_id,d_gonzalez
281278060,4/29/2025,2025-04-29T14:50:00-05:00,Serpulid Tubeworms,Serpulidae,family,49518,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",needs_id,d_gonzalez
281278059,4/29/2025,2025-04-29T14:50:00-05:00,Lissodendoryx colombiensis,Lissodendoryx colombiensis,species,984137,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",needs_id,d_gonzalez
281278057,4/29/2025,2025-04-29T14:47:00-05:00,Graysby,Cephalopholis cruentata,species,96991,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",research,d_gonzalez
281278056,4/29/2025,2025-04-29T14:47:00-05:00,Banded Coral Shrimp,Stenopus hispidus,species,121669,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",research,d_gonzalez
281278054,4/29/2025,2025-04-29T14:46:00-05:00,Sponge Brittle Star,Ophiothrix suensonii,species,128860,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",research,d_gonzalez
281278050,4/29/2025,2025-04-29T14:45:00-05:00,Banded Coral Shrimp,Stenopus hispidus,species,121669,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",research,d_gonzalez
281278049,4/29/2025,2025-04-29T14:44:00-05:00,Common Lionfish,Pterois volitans,species,47280,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",research,d_gonzalez
281278048,4/29/2025,2025-04-29T14:43:00-05:00,Sabellastarte,Sabellastarte,genus,121447,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",needs_id,d_gonzalez
281278042,4/29/2025,2025-04-29T14:41:00-05:00,Donkey Dung Sea Cucumber,Holothuria mexicana,species,82512,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",research,d_gonzalez
281278040,4/29/2025,2025-04-29T14:40:00-05:00,Lavender Rope Sponge,Niphates erecta,species,131754,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",research,d_gonzalez
281278039,4/29/2025,2025-04-29T14:40:00-05:00,Sponge Brittle Star,Ophiothrix suensonii,species,128860,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",research,d_gonzalez
281278032,4/29/2025,2025-04-29T14:39:00-05:00,Sponge Brittle Star,Ophiothrix suensonii,species,128860,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",research,d_gonzalez
281278031,4/29/2025,2025-04-29T14:38:00-05:00,Slippery Dick,Halichoeres bivittatus,species,49272,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",research,d_gonzalez
281278029,4/29/2025,2025-04-29T14:38:00-05:00,Giant Barrel Sponge,Xestospongia muta,species,130046,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",research,d_gonzalez
281278024,4/29/2025,2025-04-29T14:37:00-05:00,Barred Hamlet,Hypoplectrus puella,species,130051,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",research,d_gonzalez
281278022,4/29/2025,2025-04-29T14:36:00-05:00,Redband Parrotfish,Sparisoma aurofrenatum,species,112858,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",research,d_gonzalez
281278020,4/29/2025,2025-04-29T14:35:00-05:00,Greater Star Coral,Montastraea cavernosa,species,106051,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",research,d_gonzalez
269043870,4/5/2025,2025-04-05T11:17:00-06:00,Stinging Bush Hydroid,Macrorhynchia philippina,species,124345,"[-84.669785659, 9.7037253076]","Provincia de Puntarenas, Garabito, Costa Rica","9.7037253076,-84.669785659",research,d_gonzalez
269043868,4/5/2025,2025-04-05T10:56:00-06:00,Yellow Snapper,Lutjanus argentiventris,species,47293,"[-84.669785659, 9.7037253076]","Provincia de Puntarenas, Garabito, Costa Rica","9.7037253076,-84.669785659",research,d_gonzalez
269043867,4/5/2025,2025-04-05T10:56:00-06:00,Spotted Rose Snapper,Lutjanus guttatus,species,104857,"[-84.669785659, 9.7037253076]","Provincia de Puntarenas, Garabito, Costa Rica","9.7037253076,-84.669785659",research,d_gonzalez
269043864,4/5/2025,2025-04-05T10:03:00-06:00,Hancock's Blenny,Acanthemblemaria hancocki,species,93032,"[-84.669785659, 9.7037253076]","Provincia de Puntarenas, Garabito, Costa Rica","9.7037253076,-84.669785659",research,d_gonzalez
269043863,4/5/2025,2025-04-05T09:52:00-06:00,Filtering sea cucumbers,Dendrochirotida,order,49482,"[-84.669785659, 9.7037253076]","Provincia de Puntarenas, Garabito, Costa Rica","9.7037253076,-84.669785659",needs_id,d_gonzalez
269043862,4/5/2025,2025-04-05T09:47:00-06:00,Cortez Angelfish,Pomacanthus zonipectus,species,110022,"[-84.669785659, 9.7037253076]","Provincia de Puntarenas, Garabito, Costa Rica","9.7037253076,-84.669785659",research,d_gonzalez
269043860,4/5/2025,2025-04-05T09:47:00-06:00,Starry Grouper,Epinephelus labriformis,species,67529,"[-84.669785659, 9.7037253076]","Provincia de Puntarenas, Garabito, Costa Rica","9.7037253076,-84.669785659",research,d_gonzalez
269043858,4/5/2025,2025-04-05T09:45:00-06:00,Blue Sea Star,Phataria unifascialis,species,195833,"[-84.669785659, 9.7037253076]","Provincia de Puntarenas, Garabito, Costa Rica","9.7037253076,-84.669785659",needs_id,d_gonzalez
269043857,4/5/2025,2025-04-05T09:02:00-06:00,Christmas Tree Hydroid,Pennaria disticha,species,195464,"[-84.669785659, 9.7037253076]","Provincia de Puntarenas, Garabito, Costa Rica","9.7037253076,-84.669785659",needs_id,d_gonzalez
269043856,4/5/2025,2025-04-05T09:30:00-06:00,Axinellidae,Axinellidae,family,131769,"[-84.669785659, 9.7037253076]","Provincia de Puntarenas, Garabito, Costa Rica","9.7037253076,-84.669785659",needs_id,d_gonzalez
269043854,4/5/2025,2025-04-05T09:02:00-06:00,Pin Cushion Sea Urchin,Astropyga pulvinata,species,195788,"[-84.669785659, 9.7037253076]","Provincia de Puntarenas, Garabito, Costa Rica","9.7037253076,-84.669785659",needs_id,d_gonzalez
269043850,4/5/2025,2025-04-05T09:02:00-06:00,Stone Scorpionfish,Scorpaena mystes,species,112345,"[-84.669785659, 9.7037253076]","Provincia de Puntarenas, Garabito, Costa Rica","9.7037253076,-84.669785659",research,d_gonzalez
269043849,4/5/2025,2025-04-05T09:02:00-06:00,Christmas Tree Worms,Spirobranchus,genus,49519,"[-84.669785659, 9.7037253076]","Provincia de Puntarenas, Garabito, Costa Rica","9.7037253076,-84.669785659",needs_id,d_gonzalez
269043848,4/5/2025,2025-04-05T09:02:00-06:00,Christmas Tree Worms,Spirobranchus,genus,49519,"[-84.669785659, 9.7037253076]","Provincia de Puntarenas, Garabito, Costa Rica","9.7037253076,-84.669785659",needs_id,d_gonzalez
269043846,4/5/2025,2025-04-05T09:02:00-06:00,Christmas Tree Worms,Spirobranchus,genus,49519,"[-84.669785659, 9.7037253076]","Provincia de Puntarenas, Garabito, Costa Rica","9.7037253076,-84.669785659",needs_id,d_gonzalez
269043845,4/5/2025,2025-04-05T09:02:00-06:00,Sabellastarte,Sabellastarte,genus,121447,"[-84.669785659, 9.7037253076]","Provincia de Puntarenas, Garabito, Costa Rica","9.7037253076,-84.669785659",needs_id,d_gonzalez
269043844,4/5/2025,2025-04-05T09:02:00-06:00,Jewel Moray,Muraena lentiginosa,species,85111,"[-84.669785659, 9.7037253076]","Provincia de Puntarenas, Garabito, Costa Rica","9.7037253076,-84.669785659",research,d_gonzalez
269043840,4/5/2025,2025-04-05T09:02:00-06:00,Cauliflower Corals,Pocillopora,genus,60547,"[-84.669785659, 9.7037253076]","Provincia de Puntarenas, Garabito, Costa Rica","9.7037253076,-84.669785659",needs_id,d_gonzalez
269043839,4/5/2025,2025-04-05T09:02:00-06:00,Caridean Shrimps,Caridea,infraorder,342912,"[-84.669785659, 9.7037253076]","Provincia de Puntarenas, Garabito, Costa Rica","9.7037253076,-84.669785659",needs_id,d_gonzalez
269043838,4/5/2025,2025-04-05T09:02:00-06:00,Pyramid Sea Star,Pharia pyramidata,species,344899,"[-84.669785659, 9.7037253076]","Provincia de Puntarenas, Garabito, Costa Rica","9.7037253076,-84.669785659",needs_id,d_gonzalez
269043834,4/5/2025,2025-04-05T09:02:00-06:00,Snowflake Coral,Carijoa riisei,species,51012,"[-84.669785659, 9.7037253076]","Provincia de Puntarenas, Garabito, Costa Rica","9.7037253076,-84.669785659",needs_id,d_gonzalez
269043833,4/5/2025,2025-04-05T09:02:00-06:00,Muricea,Muricea,genus,132267,"[-84.669785659, 9.7037253076]","Provincia de Puntarenas, Garabito, Costa Rica","9.7037253076,-84.669785659",needs_id,d_gonzalez
