observation_id,date,time,species_guess,taxon_id,coordinates,place,lat_lon,grade,user,kingdom,phylum,class,order,family,genus,scientific_name,rank
281375128,4/30/2025,2025-04-30T10:06:00-05:00,Lamarck's Sheet Coral,93527,"[-82.20648665, 9.3564833136]",Panama,"9.3564833136,-82.20648665",needs_id,d_gonzalez,Animalia,Cnidaria,Hexacorallia,Scleractinia,Agariciidae,Agaricia,Agaricia lamarcki,species
281375127,4/30/2025,2025-04-30T10:06:00-05:00,Stoplight Parrotfish,112867,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",research,d_gonzalez,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Scaridae,Sparisoma,Sparisoma viride,species
281375126,4/30/2025,2025-04-30T10:06:00-05:00,Acanthurus,55382,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",needs_id,d_gonzalez,Animalia,Chordata,Teleostei,Acanthuriformes,Acanthuridae,Acanthurus,Acanthurus,genus
281375119,4/30/2025,2025-04-30T10:06:00-05:00,Graysby,96991,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",research,d_gonzalez,Animalia,Chordata,Teleostei,Perciformes,Epinephelidae,Cephalopholis,Cephalopholis cruentata,species
281375117,4/30/2025,2025-04-30T10:06:00-05:00,Atlantic Blue Tang,121196,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",research,d_gonzalez,Animalia,Chordata,Teleostei,Acanthuriformes,Acanthuridae,Acanthurus,Acanthurus coeruleus,species
281375115,4/30/2025,2025-04-30T10:05:00-05:00,Giant Barrel Sponge,130046,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",research,d_gonzalez,Animalia,Porifera,Demospongiae,Haplosclerida,Petrosiidae,Xestospongia,Xestospongia muta,species
281375107,4/30/2025,2025-04-30T10:05:00-05:00,Mahogany Snapper,131387,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",research,d_gonzalez,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Lutjanidae,Lutjanus,Lutjanus mahogoni,species
281375103,4/30/2025,2025-04-30T10:00:00-05:00,Barred Hamlet,130051,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",research,d_gonzalez,Animalia,Chordata,Teleostei,Perciformes,Serranidae,Hypoplectrus,Hypoplectrus puella,species
281375102,4/30/2025,2025-04-30T10:02:00-05:00,Chocolate Chip Sea Cucumber,128128,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",research,d_gonzalez,Animalia,Echinodermata,Holothuroidea,Synallactida,Stichopodidae,Isostichopus,Isostichopus badionotus,species
281375100,4/30/2025,2025-04-30T09:57:00-05:00,Hypanus,554357,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",needs_id,d_gonzalez,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,Hypanus,Hypanus,genus
281375091,4/30/2025,2025-04-30T09:56:00-05:00,Graysby,96991,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",research,d_gonzalez,Animalia,Chordata,Teleostei,Perciformes,Epinephelidae,Cephalopholis,Cephalopholis cruentata,species
281375090,4/30/2025,2025-04-30T09:55:00-05:00,Caribbean Spiny Lobster,47299,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",research,d_gonzalez,Animalia,Arthropoda,Malacostraca,Decapoda,Palinuridae,Panulirus,Panulirus argus,species
281375085,4/30/2025,2025-04-30T09:54:00-05:00,Scrawled Cowfish,49925,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",research,d_gonzalez,Animalia,Chordata,Teleostei,Tetraodontiformes,Ostraciidae,Acanthostracion,Acanthostracion quadricornis,species
281375081,4/30/2025,2025-04-30T09:53:00-05:00,Atlantic Spadefish,49316,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",research,d_gonzalez,Animalia,Chordata,Teleostei,Acanthuriformes,Ephippidae,Chaetodipterus,Chaetodipterus faber,species
281375077,4/30/2025,2025-04-30T09:50:00-05:00,Coryphopterus,62596,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",needs_id,d_gonzalez,Animalia,Chordata,Teleostei,Gobiiformes,Gobiidae,Coryphopterus,Coryphopterus,genus
281375071,4/30/2025,2025-04-30T09:50:00-05:00,Magnificent Feather Duster Worm,131132,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",needs_id,d_gonzalez,Animalia,Annelida,Polychaeta,Sabellida,Sabellidae,Sabellastarte,Sabellastarte magnifica,species
281375067,4/30/2025,2025-04-30T09:50:00-05:00,Boulder Brain Coral,98317,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",research,d_gonzalez,Animalia,Cnidaria,Hexacorallia,Scleractinia,Faviidae,Colpophyllia,Colpophyllia natans,species
281375063,4/30/2025,2025-04-30T09:49:00-05:00,Striped Parrotfish,49690,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",research,d_gonzalez,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Scaridae,Scarus,Scarus iseri,species
281375057,4/30/2025,2025-04-30T09:45:00-05:00,Pederson Cleaner Shrimp,495701,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",research,d_gonzalez,Animalia,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Ancylomenes,Ancylomenes pedersoni,species
281375051,4/30/2025,2025-04-30T09:44:00-05:00,Grey Angelfish,49427,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",research,d_gonzalez,Animalia,Chordata,Teleostei,Acanthuriformes,Pomacanthidae,Pomacanthus,Pomacanthus arcuatus,species
281375049,4/30/2025,2025-04-30T09:44:00-05:00,Pederson Cleaner Shrimp,495701,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",research,d_gonzalez,Animalia,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Ancylomenes,Ancylomenes pedersoni,species
281375043,4/30/2025,2025-04-30T09:44:00-05:00,Atlantic Blue Tang,121196,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",research,d_gonzalez,Animalia,Chordata,Teleostei,Acanthuriformes,Acanthuridae,Acanthurus,Acanthurus coeruleus,species
281375041,4/30/2025,2025-04-30T09:44:00-05:00,West Indian spider crab,951390,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",needs_id,d_gonzalez,Animalia,Arthropoda,Malacostraca,Decapoda,Mithracidae,Maguimithrax,Maguimithrax spinosissimus,species
281375036,4/30/2025,2025-04-30T09:42:00-05:00,Sponge Brittle Star,128860,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",research,d_gonzalez,Animalia,Echinodermata,Ophiuroidea,Amphilepidida,Ophiotrichidae,Ophiothrix,Ophiothrix suensonii,species
281375034,4/30/2025,2025-04-30T09:41:00-05:00,Sand Diver,49404,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",research,d_gonzalez,Animalia,Chordata,Teleostei,Aulopiformes,Synodontidae,Synodus,Synodus intermedius,species
281375032,4/30/2025,2025-04-30T09:40:00-05:00,Sponges,48824,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",needs_id,d_gonzalez,Animalia,Porifera,,,,,Porifera,phylum
281375025,4/30/2025,2025-04-30T09:40:00-05:00,Atlantic Spadefish,49316,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",research,d_gonzalez,Animalia,Chordata,Teleostei,Acanthuriformes,Ephippidae,Chaetodipterus,Chaetodipterus faber,species
281375022,4/30/2025,2025-04-30T09:39:00-05:00,Stoplight Parrotfish,112867,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",research,d_gonzalez,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Scaridae,Sparisoma,Sparisoma viride,species
281375020,4/30/2025,2025-04-30T09:39:00-05:00,Spotfin Butterflyfish,49273,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",research,d_gonzalez,Animalia,Chordata,Teleostei,Acanthuriformes,Chaetodontidae,Chaetodon,Chaetodon ocellatus,species
281375009,4/30/2025,2025-04-30T09:38:00-05:00,Longspine Squirrelfish,49625,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",research,d_gonzalez,Animalia,Chordata,Teleostei,Holocentriformes,Holocentridae,Holocentrus,Holocentrus rufus,species
281375007,4/30/2025,2025-04-30T09:38:00-05:00,Bluestriped Grunt,49262,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",research,d_gonzalez,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Haemulidae,Haemulon,Haemulon sciurus,species
281375006,4/30/2025,2025-04-30T09:37:00-05:00,Mithracidae,132529,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",needs_id,d_gonzalez,Animalia,Arthropoda,Malacostraca,Decapoda,Mithracidae,,Mithracidae,family
281374999,4/30/2025,2025-04-30T09:36:00-05:00,Donkey Dung Sea Cucumber,82512,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",research,d_gonzalez,Animalia,Echinodermata,Holothuroidea,Holothuriida,Holothuriidae,Holothuria,Holothuria mexicana,species
281374995,4/30/2025,2025-04-30T09:35:00-05:00,Greater Star Coral,106051,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",research,d_gonzalez,Animalia,Cnidaria,Hexacorallia,Scleractinia,Montastraeidae,Montastraea,Montastraea cavernosa,species
281374994,4/30/2025,2025-04-30T09:34:00-05:00,Atlantic Sea Plumes,496338,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",needs_id,d_gonzalez,Animalia,Cnidaria,Octocorallia,Malacalcyonacea,Gorgoniidae,Antillogorgia,Antillogorgia,genus
281374986,4/30/2025,2025-04-30T09:34:00-05:00,Gorgonia,120132,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",needs_id,d_gonzalez,Animalia,Cnidaria,Octocorallia,Malacalcyonacea,Gorgoniidae,Gorgonia,Gorgonia,genus
281374981,4/30/2025,2025-04-30T09:34:00-05:00,Giant Anemone,128110,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",research,d_gonzalez,Animalia,Cnidaria,Hexacorallia,Actiniaria,Actiniidae,Condylactis,Condylactis gigantea,species
281374979,4/30/2025,2025-04-30T09:34:00-05:00,Boulder Brain Coral,98317,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",research,d_gonzalez,Animalia,Cnidaria,Hexacorallia,Scleractinia,Faviidae,Colpophyllia,Colpophyllia natans,species
281374968,4/30/2025,2025-04-30T09:32:00-05:00,Four-eyed Butterflyfish,52956,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",research,d_gonzalez,Animalia,Chordata,Teleostei,Acanthuriformes,Chaetodontidae,Chaetodon,Chaetodon capistratus,species
281374966,4/30/2025,2025-04-30T09:32:00-05:00,Corky Sea Finger,132288,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",needs_id,d_gonzalez,Animalia,Cnidaria,Octocorallia,Scleralcyonacea,Briareidae,Briareum,Briareum asbestinum,species
281374959,4/30/2025,2025-04-30T09:30:00-05:00,Magnificent Feather Duster Worm,131132,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",needs_id,d_gonzalez,Animalia,Annelida,Polychaeta,Sabellida,Sabellidae,Sabellastarte,Sabellastarte magnifica,species
281374958,4/30/2025,2025-04-30T09:30:00-05:00,White Grunt,49951,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",research,d_gonzalez,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Haemulidae,Haemulon,Haemulon plumierii,species
281374956,4/30/2025,2025-04-30T09:30:00-05:00,White Grunt,49951,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",research,d_gonzalez,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Haemulidae,Haemulon,Haemulon plumierii,species
281374952,4/30/2025,2025-04-30T09:29:00-05:00,Octocorals,340493,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",needs_id,d_gonzalez,Animalia,Cnidaria,Octocorallia,,,,Octocorallia,subclass
281278247,4/29/2025,2025-04-29T20:02:00-05:00,Beaded Sea Cucumber,255692,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",research,d_gonzalez,Animalia,Echinodermata,Holothuroidea,Apodida,Synaptidae,Euapta,Euapta lappa,species
281278246,4/29/2025,2025-04-29T19:56:00-05:00,Sphoeroides,49267,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",needs_id,d_gonzalez,Animalia,Chordata,Teleostei,Tetraodontiformes,Tetraodontidae,Sphoeroides,Sphoeroides,genus
281278244,4/29/2025,2025-04-29T19:53:00-05:00,Bridled Burrfish,196857,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",research,d_gonzalez,Animalia,Chordata,Teleostei,Tetraodontiformes,Diodontidae,Chilomycterus,Chilomycterus antennatus,species
281278243,4/29/2025,2025-04-29T19:52:00-05:00,Tiger Tail Sea Cucumber,255689,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",research,d_gonzalez,Animalia,Echinodermata,Holothuroidea,Holothuriida,Holothuriidae,Holothuria,Holothuria (Thymiosycia) thomasi,species
281278242,4/29/2025,2025-04-29T19:51:00-05:00,Spanish Lobster,112385,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",research,d_gonzalez,Animalia,Arthropoda,Malacostraca,Decapoda,Scyllaridae,Scyllarides,Scyllarides aequinoctialis,species
281278236,4/29/2025,2025-04-29T19:50:00-05:00,Drums,49172,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",needs_id,d_gonzalez,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Sciaenidae,,Sciaenidae,family
281278235,4/29/2025,2025-04-29T19:49:00-05:00,Atlantic Long-spined Sea Urchin,52290,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",research,d_gonzalez,Animalia,Echinodermata,Echinoidea,Diadematoida,Diadematidae,Diadema,Diadema antillarum,species
281278234,4/29/2025,2025-04-29T19:47:00-05:00,Caribbean Reef Squid,49440,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",research,d_gonzalez,Animalia,Mollusca,Cephalopoda,Myopsida,Loliginidae,Sepioteuthis,Sepioteuthis sepioidea,species
281278228,4/29/2025,2025-04-29T19:41:00-05:00,Giant Hermit Crab,260326,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",research,d_gonzalez,Animalia,Arthropoda,Malacostraca,Decapoda,Diogenidae,Petrochirus,Petrochirus diogenes,species
281278226,4/29/2025,2025-04-29T19:41:00-05:00,Macrocypraea,246644,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",needs_id,d_gonzalez,Animalia,Mollusca,Gastropoda,Littorinimorpha,Cypraeidae,Macrocypraea,Macrocypraea,genus
281278223,4/29/2025,2025-04-29T19:40:00-05:00,Mithracidae,132529,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",needs_id,d_gonzalez,Animalia,Arthropoda,Malacostraca,Decapoda,Mithracidae,,Mithracidae,family
281278218,4/29/2025,2025-04-29T19:36:00-05:00,Porkfish,49947,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",research,d_gonzalez,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Haemulidae,Anisotremus,Anisotremus virginicus,species
281278217,4/29/2025,2025-04-29T19:35:00-05:00,Chocolate Chip Sea Cucumber,128128,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",research,d_gonzalez,Animalia,Echinodermata,Holothuroidea,Synallactida,Stichopodidae,Isostichopus,Isostichopus badionotus,species
281278216,4/29/2025,2025-04-29T19:35:00-05:00,Caribbean Spiny Lobster,47299,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",research,d_gonzalez,Animalia,Arthropoda,Malacostraca,Decapoda,Palinuridae,Panulirus,Panulirus argus,species
281278209,4/29/2025,2025-04-29T19:34:00-05:00,Greater Star Coral,106051,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",research,d_gonzalez,Animalia,Cnidaria,Hexacorallia,Scleractinia,Montastraeidae,Montastraea,Montastraea cavernosa,species
281278208,4/29/2025,2025-04-29T19:33:00-05:00,Atlantic Long-spined Sea Urchin,52290,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",research,d_gonzalez,Animalia,Echinodermata,Echinoidea,Diadematoida,Diadematidae,Diadema,Diadema antillarum,species
281278207,4/29/2025,2025-04-29T19:33:00-05:00,Reef Urchin,128200,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",research,d_gonzalez,Animalia,Echinodermata,Echinoidea,Camarodonta,Echinometridae,Echinometra,Echinometra viridis,species
281278202,4/29/2025,2025-04-29T19:31:00-05:00,Atlantic Long-spined Sea Urchin,52290,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",needs_id,d_gonzalez,Animalia,Echinodermata,Echinoidea,Diadematoida,Diadematidae,Diadema,Diadema antillarum,species
281278201,4/29/2025,2025-04-29T19:28:00-05:00,Schoolmaster Snapper,81989,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",needs_id,d_gonzalez,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Lutjanidae,Lutjanus,Lutjanus apodus,species
281278200,4/29/2025,2025-04-29T19:27:00-05:00,Reef Urchin,128200,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",research,d_gonzalez,Animalia,Echinodermata,Echinoidea,Camarodonta,Echinometridae,Echinometra,Echinometra viridis,species
281278196,4/29/2025,2025-04-29T19:25:00-05:00,Scrawled Cowfish,49925,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",research,d_gonzalez,Animalia,Chordata,Teleostei,Tetraodontiformes,Ostraciidae,Acanthostracion,Acanthostracion quadricornis,species
281278195,4/29/2025,2025-04-29T19:23:00-05:00,Greater Star Coral,106051,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",research,d_gonzalez,Animalia,Cnidaria,Hexacorallia,Scleractinia,Montastraeidae,Montastraea,Montastraea cavernosa,species
281278194,4/29/2025,2025-04-29T19:21:00-05:00,Moon Jellies,48329,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",needs_id,d_gonzalez,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,Aurelia,genus
281278193,4/29/2025,2025-04-29T16:57:00-05:00,Western Atlantic Trumpetfish,47238,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",research,d_gonzalez,Animalia,Chordata,Teleostei,Syngnathiformes,Aulostomidae,Aulostomus,Aulostomus maculatus,species
281278187,4/29/2025,2025-04-29T16:53:00-05:00,Hypanus,554357,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",needs_id,d_gonzalez,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,Hypanus,Hypanus,genus
281278186,4/29/2025,2025-04-29T16:44:00-05:00,Chocolate Chip Sea Cucumber,128128,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",needs_id,d_gonzalez,Animalia,Echinodermata,Holothuroidea,Synallactida,Stichopodidae,Isostichopus,Isostichopus badionotus,species
281278185,4/29/2025,2025-04-29T16:45:00-05:00,Scrawled Cowfish,49925,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",research,d_gonzalez,Animalia,Chordata,Teleostei,Tetraodontiformes,Ostraciidae,Acanthostracion,Acanthostracion quadricornis,species
281278182,4/29/2025,2025-04-29T16:33:00-05:00,Schoolmaster Snapper,81989,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",needs_id,d_gonzalez,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Lutjanidae,Lutjanus,Lutjanus apodus,species
281278181,4/29/2025,2025-04-29T16:33:00-05:00,Scoly Corals,57577,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",needs_id,d_gonzalez,Animalia,Cnidaria,Hexacorallia,Scleractinia,Faviidae,Scolymia,Scolymia,genus
281278178,4/29/2025,2025-04-29T16:33:00-05:00,Coryphopterus,62596,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",needs_id,d_gonzalez,Animalia,Chordata,Teleostei,Gobiiformes,Gobiidae,Coryphopterus,Coryphopterus,genus
281278177,4/29/2025,2025-04-29T16:32:00-05:00,Chocolate Chip Sea Cucumber,128128,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",needs_id,d_gonzalez,Animalia,Echinodermata,Holothuroidea,Synallactida,Stichopodidae,Isostichopus,Isostichopus badionotus,species
281278176,4/29/2025,2025-04-29T16:31:00-05:00,Thorny Oysters,123464,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",needs_id,d_gonzalez,Animalia,Mollusca,Bivalvia,Pectinida,Spondylidae,Spondylus,Spondylus,genus
281278171,4/29/2025,2025-04-29T16:29:00-05:00,Phyllangia americana,324980,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",needs_id,d_gonzalez,Animalia,Cnidaria,Hexacorallia,Scleractinia,Caryophylliidae,Phyllangia,Phyllangia americana,species
281278169,4/29/2025,2025-04-29T16:28:00-05:00,Yellowline Arrow Crab,128121,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",research,d_gonzalez,Animalia,Arthropoda,Malacostraca,Decapoda,Inachoididae,Stenorhynchus,Stenorhynchus seticornis,species
281278168,4/29/2025,2025-04-29T16:27:00-05:00,Thorny Oysters,123464,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",needs_id,d_gonzalez,Animalia,Mollusca,Bivalvia,Pectinida,Spondylidae,Spondylus,Spondylus,genus
281278164,4/29/2025,2025-04-29T16:25:00-05:00,Reef Urchin,128200,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",research,d_gonzalez,Animalia,Echinodermata,Echinoidea,Camarodonta,Echinometridae,Echinometra,Echinometra viridis,species
281278163,4/29/2025,2025-04-29T16:25:00-05:00,Atlantic Long-spined Sea Urchin,52290,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",research,d_gonzalez,Animalia,Echinodermata,Echinoidea,Diadematoida,Diadematidae,Diadema,Diadema antillarum,species
281278162,4/29/2025,2025-04-29T16:22:00-05:00,Feather Duster Worms,49282,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",needs_id,d_gonzalez,Animalia,Annelida,Polychaeta,Sabellida,Sabellidae,,Sabellidae,family
281278159,4/29/2025,2025-04-29T16:21:00-05:00,Pederson Cleaner Shrimp,495701,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",research,d_gonzalez,Animalia,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Ancylomenes,Ancylomenes pedersoni,species
281278158,4/29/2025,2025-04-29T16:20:00-05:00,Pederson Cleaner Shrimp,495701,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",research,d_gonzalez,Animalia,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Ancylomenes,Ancylomenes pedersoni,species
281278157,4/29/2025,2025-04-29T16:15:00-05:00,Scrawled Cowfish,49925,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",needs_id,d_gonzalez,Animalia,Chordata,Teleostei,Tetraodontiformes,Ostraciidae,Acanthostracion,Acanthostracion quadricornis,species
281278151,4/29/2025,2025-04-29T16:14:00-05:00,Knobby Sea Rods,132275,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",needs_id,d_gonzalez,Animalia,Cnidaria,Octocorallia,Malacalcyonacea,Plexauridae,Eunicea,Eunicea,genus
281278150,4/29/2025,2025-04-29T16:13:00-05:00,Spotted Goatfish,131385,"[-82.2408032, 9.3407804]","Bocas del Toro, Bocas del Toro Province, Panama","9.3407804,-82.2408032",research,d_gonzalez,Animalia,Chordata,Teleostei,Mulliformes,Mullidae,Pseudupeneus,Pseudupeneus maculatus,species
